meal_type,day_of_week,menu_popularity_score,holiday_flag,exam_period_flag,total_registered_students,current_bookings,last_7_day_avg_attendance,actual_attendance
breakfast,2,1.34,0,0,200,151,143.8,153
breakfast,6,9.04,0,0,150,94,104.4,103
breakfast,5,9.08,0,0,200,140,133.4,153
dinner,6,1.96,0,0,175,132,124.5,120
breakfast,3,4.22,0,0,200,151,137.1,146
lunch,4,8.52,0,0,200,185,184.0,180
lunch,5,2.16,0,0,225,165,160.3,169
lunch,6,3.41,0,0,200,151,161.9,163
breakfast,1,7.13,0,0,175,139,152.2,150
dinner,1,9.84,0,0,175,174,148.7,172
breakfast,2,8.17,0,0,200,163,151.7,154
dinner,6,8.0,0,0,200,142,157.5,155
dinner,5,4.08,0,0,150,120,106.2,116
lunch,3,6.95,0,1,175,158,153.1,167
lunch,1,2.02,0,0,175,145,151.2,151
lunch,2,9.93,0,0,225,201,192.0,215
lunch,5,5.33,0,0,225,180,176.4,174
dinner,2,6.75,0,0,200,183,174.2,188
dinner,3,8.89,0,0,225,211,224.4,206
lunch,1,1.01,1,0,225,141,119.7,135
lunch,1,9.78,0,0,150,147,134.9,148
dinner,1,4.23,1,0,200,119,122.8,122
dinner,6,4.06,0,0,175,124,119.6,136
lunch,0,2.31,0,0,200,184,159.6,173
lunch,6,8.72,0,0,200,174,144.9,160
breakfast,1,8.84,0,1,200,195,165.0,183
dinner,4,1.18,0,0,175,134,132.7,139
breakfast,0,1.5,0,0,225,164,171.6,166
lunch,5,9.27,0,0,225,202,184.3,183
breakfast,6,2.11,0,0,175,89,92.2,96
breakfast,0,6.59,0,0,200,171,146.7,163
lunch,0,6.58,0,0,250,237,226.0,235
dinner,6,8.83,0,0,150,121,114.7,125
breakfast,6,6.15,1,0,175,45,53.6,54
lunch,0,4.91,0,0,225,213,189.0,207
breakfast,2,9.77,0,1,200,181,166.9,175
breakfast,4,3.06,0,0,250,173,187.5,174
lunch,3,3.36,0,1,200,185,175.1,197
lunch,1,1.76,0,0,200,189,168.4,177
breakfast,6,9.78,0,1,200,147,143.9,147
breakfast,0,7.36,0,0,175,155,151.3,144
breakfast,3,1.11,0,0,200,135,143.9,141
breakfast,6,7.34,0,0,200,136,117.4,135
dinner,2,4.64,0,1,200,175,174.3,184
dinner,3,9.71,0,0,250,239,249.1,243
lunch,0,3.5,0,0,225,210,216.3,202
lunch,5,7.39,0,1,175,143,157.9,154
dinner,4,6.65,0,0,250,204,216.5,230
breakfast,3,1.11,0,0,225,171,158.7,169
dinner,6,8.97,0,0,225,190,167.1,173
dinner,0,2.26,0,0,175,165,151.4,140
breakfast,6,6.97,0,0,150,84,99.6,105
breakfast,0,7.98,0,0,200,151,165.0,166
dinner,1,6.68,0,1,200,199,175.8,198
lunch,5,1.87,0,0,225,169,179.2,173
breakfast,1,9.78,0,1,175,152,153.3,160
breakfast,5,3.13,0,0,150,88,99.4,100
lunch,4,6.65,0,0,200,183,171.7,177
dinner,1,8.17,0,0,175,166,147.4,175
dinner,4,9.45,0,0,150,126,140.8,135
dinner,6,6.44,0,0,150,124,122.4,113
breakfast,2,3.33,1,0,175,70,76.3,85
lunch,2,8.53,0,0,200,200,187.8,188
lunch,5,2.47,0,0,225,167,177.1,174
lunch,5,1.2,0,0,225,179,157.7,166
breakfast,1,9.17,0,0,200,164,161.2,174
dinner,2,6.18,0,0,200,181,177.0,190
dinner,3,1.63,0,0,200,160,169.3,172
lunch,3,6.22,0,1,225,214,211.0,212
lunch,6,2.31,0,0,225,164,161.2,164
breakfast,3,1.28,0,1,175,128,143.0,141
lunch,6,2.05,0,0,250,177,166.6,189
dinner,2,7.98,0,1,225,224,191.1,204
lunch,3,7.8,0,0,150,150,129.7,145
dinner,4,6.44,0,0,200,162,178.6,170
lunch,0,2.88,0,0,200,187,163.6,178
lunch,5,7.65,0,1,150,138,122.8,130
dinner,1,4.67,0,0,200,185,195.3,185
breakfast,6,5.6,0,0,200,131,115.3,126
lunch,4,9.08,0,0,225,220,206.0,211
lunch,3,5.12,0,0,250,229,225.7,227
lunch,0,6.64,0,0,175,175,147.2,169
dinner,1,9.66,0,0,200,180,171.6,189
lunch,4,5.06,0,0,225,192,211.9,200
dinner,1,6.05,0,0,225,203,227.3,210
lunch,6,6.26,0,0,200,165,165.6,153
lunch,6,3.17,0,0,175,133,125.6,125
dinner,5,7.63,0,0,225,187,179.7,178
breakfast,2,7.54,0,0,200,153,171.4,159
breakfast,6,2.92,0,0,175,96,106.6,110
lunch,3,1.12,0,0,250,224,230.9,220
breakfast,4,9.99,0,0,250,212,187.7,193
breakfast,4,6.23,0,0,200,155,150.7,141
lunch,0,2.63,0,0,225,189,200.7,206
lunch,0,3.55,0,0,200,192,196.0,185
lunch,0,6.56,0,0,200,175,199.5,182
dinner,1,2.24,0,0,200,182,163.4,176
lunch,3,1.34,0,0,250,205,195.3,222
dinner,1,8.19,0,0,200,200,184.2,178
breakfast,3,7.44,0,0,200,164,159.2,156
lunch,4,3.79,0,0,175,153,156.7,148
dinner,6,1.53,0,0,175,108,112.2,127
lunch,6,5.38,0,0,200,147,163.9,153
dinner,1,3.49,0,0,250,237,225.7,231
lunch,1,4.58,0,0,200,193,197.1,184
breakfast,1,3.47,0,0,200,158,165.5,160
lunch,2,2.58,0,0,200,194,192.7,181
lunch,5,4.48,0,0,200,165,157.8,152
dinner,3,9.68,0,0,225,205,220.8,211
breakfast,6,3.4,0,0,250,166,158.7,154
dinner,3,4.02,0,0,175,162,150.9,155
dinner,1,3.96,0,0,225,218,199.1,208
breakfast,2,5.32,0,0,200,164,169.0,162
lunch,1,8.59,0,1,250,232,211.7,236
dinner,3,4.62,0,0,250,223,238.7,209
dinner,5,8.26,0,0,200,165,160.3,155
lunch,6,2.04,0,0,200,156,137.1,138
breakfast,5,9.05,0,0,225,151,155.7,150
lunch,4,2.67,0,1,200,187,181.4,179
dinner,2,1.35,0,0,150,129,116.4,131
breakfast,5,2.43,0,0,200,120,124.7,117
dinner,2,2.72,0,1,200,177,197.3,190
breakfast,1,5.58,0,0,225,168,196.6,187
breakfast,4,5.05,0,0,200,146,148.0,158
lunch,3,7.44,0,0,225,206,201.4,218
lunch,5,1.46,0,0,200,147,147.9,154
breakfast,5,5.48,0,0,200,119,115.4,132
lunch,0,3.99,0,0,225,213,219.2,201
breakfast,6,6.68,0,0,175,106,117.2,112
breakfast,3,1.39,0,0,150,96,100.5,115
breakfast,5,1.31,0,0,150,103,90.2,89
dinner,5,4.85,0,0,150,123,101.7,116
lunch,3,8.3,0,1,200,185,175.4,194
lunch,4,7.04,0,0,175,162,144.4,159
lunch,2,1.15,1,0,225,129,119.4,130
dinner,3,2.61,0,1,225,195,205.0,204
breakfast,2,3.04,1,0,200,80,99.8,103
dinner,4,4.81,0,0,175,144,135.9,152
dinner,4,6.28,0,0,200,179,184.5,169
lunch,1,2.95,0,0,225,217,186.5,204
breakfast,0,4.44,0,0,200,141,139.9,156
dinner,4,6.26,0,1,150,131,138.8,141
breakfast,4,4.45,0,0,150,107,109.4,109
lunch,2,2.29,0,0,175,152,149.0,149
dinner,4,5.42,0,0,200,167,170.7,163
breakfast,3,3.92,0,0,200,162,157.7,144
dinner,1,8.78,0,0,225,198,220.4,216
breakfast,1,7.98,0,1,175,153,137.7,157
dinner,3,2.71,0,0,175,145,136.1,148
lunch,5,2.37,0,0,225,176,149.7,180
breakfast,4,4.13,0,0,250,174,160.7,182
breakfast,6,4.71,0,0,200,122,131.0,117
dinner,0,9.39,0,0,225,221,191.0,212
breakfast,4,3.71,0,0,200,158,147.2,146
breakfast,1,8.81,0,0,250,205,229.2,210
lunch,0,5.55,0,0,250,245,244.3,233
lunch,6,8.97,0,0,225,191,163.5,186
lunch,5,7.32,0,0,150,134,129.2,123
breakfast,2,7.38,1,0,200,104,110.4,106
breakfast,2,5.67,0,0,150,104,121.5,123
breakfast,6,8.56,0,0,200,141,134.4,126
breakfast,4,3.29,0,0,175,136,125.0,128
lunch,4,9.17,0,0,200,182,194.2,189
dinner,0,6.73,0,0,150,150,137.7,140
breakfast,0,4.95,0,0,225,173,167.6,179
lunch,5,9.84,0,0,225,199,204.1,185
lunch,4,8.76,1,0,150,88,82.7,101
dinner,1,7.95,0,0,225,225,215.8,216
dinner,2,3.47,0,0,175,166,155.6,159
dinner,5,9.76,0,0,175,152,145.1,151
breakfast,0,7.69,0,0,200,159,165.4,168
breakfast,1,6.45,0,1,200,188,158.3,179
breakfast,4,9.3,0,0,175,138,125.1,126
breakfast,3,2.46,0,1,200,148,142.1,145
lunch,0,2.25,0,0,200,187,191.1,178
dinner,5,6.07,0,1,250,201,208.4,209
dinner,3,1.51,0,0,175,157,134.3,152
dinner,1,6.98,0,0,175,175,160.5,167
lunch,6,3.17,0,0,200,143,141.8,150
dinner,2,2.07,1,0,225,124,117.3,130
breakfast,6,4.69,0,0,150,106,97.1,89
breakfast,6,5.19,0,0,175,97,113.9,103
dinner,6,2.53,0,0,200,153,140.1,143
breakfast,1,1.37,0,0,200,158,150.6,150
lunch,2,4.73,0,0,175,157,156.7,160
breakfast,1,7.84,0,0,200,160,166.4,160
dinner,6,8.87,0,0,150,130,122.2,118
dinner,0,1.88,0,0,200,159,183.6,175
breakfast,6,5.72,0,0,200,128,126.8,120
dinner,0,3.37,0,0,225,200,181.0,202
breakfast,5,4.37,0,0,200,128,132.4,121
lunch,6,9.4,0,0,200,151,156.5,166
dinner,3,4.17,0,0,200,177,179.1,174
dinner,1,4.29,0,0,200,170,169.2,189
dinner,6,2.88,0,0,150,113,98.6,104
breakfast,1,9.64,0,1,225,201,183.5,201
lunch,6,5.11,0,1,250,198,193.3,205
lunch,3,6.13,0,0,200,199,185.9,188
dinner,6,5.08,0,1,175,149,132.1,145
breakfast,4,3.28,0,0,200,151,132.7,146
dinner,5,8.29,0,0,200,150,173.7,156
lunch,1,1.26,0,0,150,122,145.8,136
breakfast,5,7.21,0,0,225,158,152.2,146
lunch,1,6.35,0,1,225,205,201.2,218
lunch,1,2.3,1,0,225,128,145.2,145
lunch,4,2.49,0,0,225,182,196.2,192
dinner,6,6.93,0,0,200,150,154.5,152
lunch,0,3.81,0,1,200,200,201.7,198
lunch,5,3.39,0,0,175,146,129.9,141
lunch,3,1.53,0,0,225,210,183.4,187
breakfast,5,7.9,0,0,200,143,146.0,138
breakfast,6,8.94,0,1,200,136,152.5,144
lunch,4,8.38,0,0,200,177,195.5,176
breakfast,2,5.19,0,0,200,151,168.1,166
breakfast,2,5.81,0,0,200,144,152.1,154
lunch,4,3.18,0,0,225,180,203.1,197
breakfast,6,2.56,0,0,175,94,111.1,102
breakfast,4,8.41,0,0,200,151,154.4,150
lunch,0,8.19,0,0,225,201,214.1,213
breakfast,5,8.0,0,0,150,98,101.5,94
dinner,6,5.17,0,0,250,173,166.0,198
dinner,5,8.78,0,0,175,127,140.2,145
dinner,2,9.34,0,0,250,234,210.4,234
breakfast,6,3.96,0,0,225,142,133.9,137
dinner,3,3.02,1,0,225,118,114.7,124
dinner,5,5.18,0,0,175,139,131.1,136
dinner,1,2.61,0,0,175,143,147.7,150
breakfast,1,8.96,0,0,175,155,155.2,142
lunch,0,4.04,0,0,225,216,201.0,207
dinner,6,6.19,0,0,175,136,130.7,141
lunch,0,6.35,0,0,200,180,200.5,184
lunch,6,5.63,0,1,225,186,181.6,182
lunch,2,2.41,1,0,200,107,108.4,117
lunch,3,9.92,0,0,225,215,192.2,210
breakfast,3,2.55,0,0,200,145,141.2,148
lunch,4,7.76,0,1,200,198,177.3,192
breakfast,0,8.12,0,0,200,165,172.2,163
lunch,6,2.31,0,0,225,178,170.2,156
breakfast,5,9.4,0,0,150,99,93.6,103
lunch,1,5.39,0,0,200,176,174.8,192
breakfast,5,6.66,0,1,250,190,173.6,175
dinner,1,6.78,0,0,150,149,127.4,144
dinner,2,5.54,0,0,175,168,146.1,165
breakfast,1,2.28,0,1,200,159,175.2,166
breakfast,5,7.77,0,0,225,140,151.2,149
breakfast,5,6.24,0,0,150,105,102.9,106
dinner,3,2.07,0,0,150,125,122.0,134
lunch,6,7.3,0,0,200,163,151.8,160
lunch,3,7.32,0,0,200,200,198.8,187
breakfast,0,5.94,0,0,175,126,141.6,145
lunch,5,1.81,0,0,250,179,189.9,188
dinner,6,4.17,0,0,200,150,149.2,153
dinner,2,1.46,0,1,200,176,180.8,181
lunch,1,5.3,0,0,200,199,204.9,188
breakfast,0,9.16,0,0,250,204,221.3,200
breakfast,4,1.02,0,0,175,129,123.7,129
breakfast,4,3.4,0,0,225,172,164.5,168
breakfast,6,8.2,0,0,175,103,104.0,113
breakfast,1,1.09,0,1,200,154,158.3,163
breakfast,1,1.09,0,0,200,141,148.8,155
lunch,6,6.5,0,0,175,136,122.0,140
dinner,1,8.1,0,1,200,184,195.9,191
lunch,3,7.99,0,0,175,164,146.1,164
dinner,1,8.02,0,0,225,202,205.6,211
dinner,4,4.25,0,1,200,182,190.9,180
breakfast,1,8.94,0,0,200,167,162.1,169
dinner,5,1.12,0,1,200,141,153.5,163
breakfast,6,3.81,0,0,200,115,115.8,122
lunch,2,4.03,0,0,200,181,167.6,182
lunch,4,2.49,0,0,200,154,173.4,167
dinner,2,4.03,0,0,175,145,144.6,151
breakfast,4,6.27,0,0,175,138,118.1,136
breakfast,0,5.68,0,1,250,221,205.0,203
dinner,5,3.87,0,0,175,124,134.9,134
breakfast,4,7.74,0,0,200,164,153.4,147
dinner,5,7.43,0,0,225,184,166.3,181
dinner,4,3.53,0,0,200,165,175.3,173
dinner,2,3.91,0,0,200,179,161.0,182
dinner,2,3.59,0,0,175,156,158.2,152
dinner,6,2.16,0,1,200,167,153.2,148
breakfast,4,7.78,0,1,200,171,173.8,163
dinner,4,1.42,0,0,175,150,139.9,136
lunch,3,2.36,0,0,200,189,184.8,173
lunch,5,1.95,0,0,200,143,138.5,148
breakfast,5,8.43,0,0,225,169,153.3,158
lunch,5,1.4,0,1,175,142,137.1,150
dinner,5,6.98,0,0,250,209,185.9,199
dinner,0,1.4,0,1,250,221,201.8,226
lunch,0,8.08,0,0,150,145,146.1,148
breakfast,1,9.21,0,0,200,157,165.0,177
lunch,4,5.38,0,0,150,129,124.1,136
dinner,4,8.24,0,0,200,176,164.5,184
dinner,4,7.36,0,1,200,175,196.4,196
lunch,4,8.16,0,0,200,190,173.3,171
breakfast,5,7.9,0,1,150,119,101.3,109
lunch,5,2.85,0,0,200,146,149.7,146
lunch,0,5.5,0,0,225,217,217.6,213
dinner,2,9.64,0,0,200,200,190.1,192
lunch,3,4.09,0,0,200,176,194.0,183
breakfast,5,9.73,0,0,150,120,113.6,104
lunch,5,6.25,0,0,200,159,170.7,163
breakfast,6,5.15,0,0,200,140,125.1,128
dinner,5,6.92,0,1,225,178,195.4,187
lunch,2,8.34,0,0,150,139,133.2,137
lunch,2,4.55,0,0,200,183,183.1,191
lunch,0,1.3,0,0,200,178,158.1,181
dinner,5,7.38,1,0,225,112,104.5,93
lunch,6,9.61,0,0,225,170,174.8,179
dinner,3,6.62,0,0,250,225,218.1,227
breakfast,4,2.7,0,0,225,169,146.0,163
breakfast,5,3.23,0,0,200,129,112.1,115
breakfast,0,9.19,0,0,250,213,209.1,204
lunch,0,1.12,0,0,175,165,150.7,153
breakfast,3,5.94,0,0,150,123,117.6,119
lunch,6,2.43,1,0,175,83,68.8,73
dinner,1,3.54,0,0,200,173,194.7,184
dinner,0,3.76,0,0,225,190,193.5,198
lunch,2,2.97,0,0,200,173,175.6,173
lunch,2,8.13,1,0,225,155,148.4,152
breakfast,4,3.99,0,0,225,173,165.9,166
dinner,0,4.11,1,0,225,122,128.2,139
dinner,6,5.08,0,1,175,138,127.2,134
breakfast,4,9.12,1,0,200,87,100.6,100
lunch,0,7.19,0,0,225,216,198.5,215
dinner,3,1.56,0,0,175,138,145.3,159
dinner,5,1.35,0,1,225,182,175.1,169
breakfast,6,6.1,0,0,225,154,154.5,144
lunch,0,8.98,1,0,175,112,104.6,118
breakfast,6,3.91,0,0,175,110,105.3,99
breakfast,1,3.23,0,0,175,149,147.3,145
dinner,6,7.73,0,0,225,189,163.9,171
dinner,6,6.42,0,0,175,128,120.9,130
dinner,2,6.09,0,1,200,187,189.9,189
breakfast,3,2.34,0,0,150,99,102.0,108
dinner,5,2.58,0,0,200,154,156.3,151
lunch,5,3.54,0,0,175,127,138.3,135
lunch,2,2.86,0,0,200,174,162.8,170
lunch,6,9.74,0,0,200,151,164.3,156
breakfast,5,1.17,0,0,200,105,106.3,122
dinner,4,6.63,0,0,200,169,183.6,171
lunch,3,5.66,1,0,225,138,129.9,141
breakfast,1,3.91,0,1,225,175,195.0,192
breakfast,2,8.99,0,0,225,195,169.4,182
breakfast,0,7.03,0,0,175,128,138.4,135
breakfast,0,9.99,0,0,175,157,157.7,151
lunch,0,2.52,0,1,200,184,170.0,188
dinner,3,1.79,0,0,225,181,181.2,199
breakfast,1,2.25,0,0,175,149,139.9,138
breakfast,5,3.42,0,0,175,101,107.0,112
lunch,1,4.75,0,0,225,202,215.1,223
dinner,1,8.76,0,0,200,195,198.1,187
breakfast,2,3.55,0,0,200,154,159.7,152
lunch,3,9.24,0,0,200,181,182.2,193
lunch,0,5.17,0,0,200,179,179.7,186
breakfast,2,6.82,0,0,225,186,180.9,178
breakfast,5,3.38,0,0,225,150,127.5,138
dinner,1,2.4,0,0,250,217,236.1,217
lunch,6,8.83,0,0,150,117,109.6,122
lunch,0,1.99,0,1,200,196,172.4,191
dinner,3,7.97,0,0,150,141,149.7,140
dinner,4,6.23,1,0,250,153,133.9,147
breakfast,1,8.75,0,0,200,166,158.8,171
lunch,1,7.46,0,0,250,248,228.7,236
breakfast,1,3.53,0,0,175,131,141.4,140
breakfast,1,6.17,0,0,175,147,137.3,143
dinner,0,1.12,0,0,250,207,226.8,215
dinner,3,5.28,0,0,250,214,204.7,225
dinner,2,1.77,0,0,225,186,177.1,189
lunch,0,4.86,0,0,175,165,145.1,163
breakfast,3,1.99,0,0,175,125,122.2,124
breakfast,2,9.6,0,0,225,197,174.8,188
dinner,1,5.71,0,0,200,173,181.8,197
lunch,3,9.22,0,0,225,225,229.9,218
lunch,1,1.2,0,0,175,145,166.5,154
dinner,6,6.74,1,0,175,68,86.8,77
dinner,3,3.76,0,0,225,196,208.2,197
dinner,5,4.89,1,0,175,77,76.6,83
breakfast,4,8.86,0,0,200,166,145.3,148
dinner,1,9.82,0,0,200,185,195.0,188
dinner,1,3.22,0,0,200,195,181.0,187
breakfast,1,9.53,0,0,200,169,158.5,170
lunch,5,7.2,0,0,225,197,196.4,178
breakfast,0,9.56,0,0,200,171,162.1,162
dinner,2,6.06,0,0,150,146,143.9,132
breakfast,1,9.65,0,1,150,143,122.6,143
lunch,1,9.03,0,0,250,234,210.2,238
breakfast,0,2.16,1,0,200,76,88.4,91
dinner,0,3.8,0,0,200,190,161.8,183
breakfast,4,3.19,0,1,225,169,185.0,176
breakfast,3,6.15,0,1,225,179,197.0,189
lunch,1,8.23,0,0,175,158,161.2,169
dinner,3,7.83,0,0,150,150,150.6,134
breakfast,6,7.54,0,0,250,179,153.1,165
breakfast,0,4.38,0,0,200,159,158.5,155
dinner,0,2.26,0,0,200,189,154.6,168
lunch,4,2.9,0,0,250,220,203.3,211
dinner,2,7.68,0,0,200,186,168.4,198
breakfast,5,2.33,0,0,225,129,132.5,141
lunch,5,3.01,0,0,200,154,146.3,153
breakfast,5,4.82,0,0,200,115,123.2,124
breakfast,0,1.65,0,0,200,149,143.5,158
dinner,1,2.91,0,0,150,149,135.5,140
lunch,4,2.35,0,1,225,213,185.4,205
dinner,2,9.56,0,0,250,226,219.7,235
breakfast,6,2.72,0,0,200,127,121.1,109
lunch,5,8.76,0,0,200,171,162.5,174
lunch,4,2.03,0,0,200,158,153.3,175
dinner,0,8.83,0,0,225,199,221.0,213
breakfast,5,6.39,1,0,225,71,87.4,75
breakfast,2,8.65,0,0,225,181,182.0,189
lunch,6,8.81,0,0,225,186,183.5,182
lunch,3,6.37,0,0,175,148,170.0,171
breakfast,6,9.26,0,0,175,109,127.7,119
dinner,2,6.27,0,0,200,194,198.7,184
breakfast,6,7.41,0,0,200,131,139.5,129
dinner,1,4.74,0,1,200,200,198.2,188
breakfast,5,9.23,0,0,175,136,117.7,116
lunch,5,8.42,0,0,150,118,125.7,129
dinner,3,2.5,1,0,175,91,102.2,93
breakfast,6,6.19,0,1,175,125,108.7,120
dinner,3,9.07,0,0,250,245,214.1,239
lunch,6,8.14,0,1,225,203,196.0,184
dinner,5,9.66,0,1,175,158,155.0,150
dinner,1,3.08,0,0,200,184,188.4,182
breakfast,6,4.31,0,0,200,128,113.7,124
breakfast,3,5.56,0,0,250,187,209.2,196
breakfast,0,3.09,0,1,175,141,131.7,135
breakfast,5,4.55,0,0,175,101,101.6,106
breakfast,2,5.84,1,0,200,88,94.5,103
breakfast,2,2.72,0,1,225,185,189.6,187
lunch,1,3.31,0,1,175,169,147.0,172
dinner,0,2.12,0,0,175,147,141.6,153
breakfast,3,7.42,1,0,175,95,95.3,92
breakfast,6,4.25,0,0,200,116,109.5,116
lunch,5,2.98,0,1,200,167,152.5,157
breakfast,2,5.57,0,1,225,175,179.6,188
breakfast,2,1.61,0,0,250,191,199.1,186
breakfast,2,9.31,0,1,200,190,186.9,176
dinner,2,3.65,0,0,225,206,195.4,199
dinner,4,8.98,0,0,150,144,128.3,130
lunch,1,5.48,0,0,200,200,203.1,187
lunch,3,8.65,0,0,225,210,195.5,206
lunch,5,3.22,0,0,200,144,149.2,159
dinner,5,2.58,0,0,175,115,124.3,124
dinner,5,8.64,0,1,175,144,161.1,154
lunch,3,2.92,0,0,200,182,184.6,179
breakfast,1,7.72,0,1,225,193,194.5,203
breakfast,0,4.1,0,0,225,176,175.2,175
lunch,6,7.73,0,0,150,129,127.4,118
dinner,6,9.17,0,0,200,167,167.4,158
lunch,1,9.83,0,1,225,215,213.7,218
dinner,2,4.24,0,0,200,174,191.4,176
dinner,6,4.31,0,1,150,125,112.8,117
breakfast,2,9.83,0,0,225,175,195.1,198
dinner,1,8.75,0,0,250,232,209.3,236
dinner,1,1.41,1,0,200,120,116.6,117
dinner,3,6.16,0,0,200,189,165.1,173
dinner,3,2.63,0,0,200,177,171.4,173
dinner,4,9.95,0,0,250,215,212.8,228
breakfast,5,2.25,0,0,225,127,131.9,137
dinner,4,6.03,0,0,225,183,203.5,198
breakfast,5,6.99,0,0,175,114,104.3,116
dinner,2,9.43,0,1,225,222,210.3,209
dinner,4,8.63,0,0,200,171,163.6,178
lunch,4,3.21,0,0,250,209,212.9,216
lunch,0,6.15,0,0,200,189,189.3,181
lunch,1,9.58,0,0,225,198,195.2,212
lunch,3,7.62,0,0,175,172,146.3,166
breakfast,4,7.2,0,0,225,160,154.3,179
dinner,3,7.79,0,0,175,148,165.9,171
dinner,5,3.9,0,0,175,125,126.2,134
dinner,4,7.56,0,0,200,192,169.9,178
breakfast,5,3.1,1,0,200,67,66.2,71
dinner,4,4.85,1,0,200,112,108.7,116
dinner,6,9.01,0,0,150,122,119.9,121
breakfast,2,1.17,0,0,175,129,138.3,134
breakfast,0,4.73,0,0,175,131,134.4,135
breakfast,5,3.4,0,0,200,122,127.0,119
dinner,1,2.79,0,0,200,180,181.4,184
lunch,1,8.55,0,0,200,186,187.5,189
dinner,2,7.27,0,0,250,219,237.0,234
breakfast,2,2.01,0,1,150,117,125.6,121
dinner,6,5.45,0,0,175,120,137.5,137
breakfast,1,5.2,0,0,200,166,144.4,159
lunch,5,2.28,1,0,225,108,109.2,95
lunch,1,8.2,0,0,150,138,149.0,143
breakfast,0,4.3,0,0,225,178,188.0,181
dinner,4,7.86,0,0,200,191,163.5,171
breakfast,0,2.73,0,0,225,170,168.8,172
lunch,6,3.84,0,0,250,182,182.9,190
lunch,6,1.86,0,0,175,134,122.3,137
lunch,1,2.29,0,1,200,200,182.6,193
breakfast,4,8.95,0,1,225,179,199.4,183
breakfast,1,1.98,0,0,225,164,177.4,176
dinner,0,1.86,0,0,200,167,164.4,175
breakfast,0,9.46,0,0,250,212,200.7,212
dinner,5,6.81,0,1,225,200,184.0,181
dinner,5,1.91,0,1,200,170,148.7,150
breakfast,0,9.75,0,0,150,119,117.1,122
breakfast,4,2.32,0,0,200,146,136.4,150
lunch,6,7.9,0,1,200,172,152.3,170
dinner,5,1.31,1,0,200,82,89.3,80
dinner,5,6.62,0,0,250,188,205.9,198
lunch,3,5.92,0,0,250,228,245.5,233
dinner,3,2.87,0,1,200,173,178.3,186
breakfast,5,6.79,0,0,200,134,135.4,129
dinner,1,6.55,0,1,225,205,221.9,214
dinner,4,8.19,0,0,225,216,190.5,200
breakfast,2,8.88,0,0,175,156,147.0,142
breakfast,5,5.59,0,0,200,142,126.8,137
breakfast,3,5.41,0,0,250,202,187.1,203
breakfast,4,6.59,0,0,200,142,158.8,152
dinner,4,7.56,1,0,200,129,118.6,115
lunch,3,4.21,0,1,225,225,214.0,214
breakfast,4,5.54,0,1,200,144,144.9,142
lunch,4,6.27,0,0,250,209,211.7,231
dinner,3,9.9,0,0,250,230,248.4,245
lunch,0,6.29,0,1,200,189,175.3,198
lunch,5,3.02,0,1,150,113,131.0,118
breakfast,1,6.29,0,1,200,166,183.1,175
dinner,2,8.38,1,0,175,117,105.5,119
dinner,1,8.72,0,0,175,163,149.7,159
breakfast,0,8.2,0,1,225,210,180.0,198
breakfast,6,8.99,0,0,225,140,141.1,150
breakfast,0,4.01,0,0,150,119,107.6,105
breakfast,4,5.57,0,1,250,193,175.8,202
lunch,1,8.02,0,0,250,225,242.5,238
dinner,0,3.38,1,0,250,143,158.1,147
lunch,1,4.34,0,0,225,221,197.8,205
dinner,0,8.48,1,0,150,103,85.7,103
lunch,2,7.93,0,0,200,200,202.1,192
dinner,0,9.74,0,0,150,129,130.8,144
dinner,1,9.96,0,0,225,223,187.7,218
breakfast,4,3.17,0,1,175,126,123.9,137
lunch,1,9.1,0,0,250,238,213.5,234
lunch,3,1.85,0,0,250,210,225.5,223
breakfast,1,7.39,0,0,200,164,147.0,167
lunch,2,2.98,1,0,225,138,131.7,136
lunch,5,3.7,0,0,225,174,170.2,177
dinner,2,9.52,1,0,200,127,136.9,127
lunch,2,3.37,0,0,200,180,179.2,169
dinner,0,7.06,0,1,175,151,150.2,164
lunch,2,2.6,0,0,250,221,217.2,217
dinner,1,1.84,1,0,250,152,157.9,146
lunch,5,4.05,0,1,200,177,153.0,157
dinner,6,6.62,0,0,200,166,143.8,153
lunch,4,3.23,0,0,200,161,180.3,170
lunch,6,3.7,0,0,150,104,117.2,113
lunch,2,7.38,0,0,175,161,155.9,169
lunch,1,1.93,0,0,175,144,162.4,165
breakfast,0,5.02,0,0,200,145,141.7,155
breakfast,0,9.48,0,0,175,153,145.3,148
breakfast,4,4.57,0,0,225,162,173.9,166
dinner,4,4.91,0,0,200,184,179.3,164
breakfast,1,7.64,0,0,225,179,174.0,193
breakfast,4,8.01,0,1,200,159,162.8,160
dinner,4,7.93,0,0,200,185,171.8,175
breakfast,0,9.98,0,0,225,182,189.5,189
lunch,1,1.64,0,0,225,199,182.6,199
breakfast,5,9.84,1,0,150,68,65.7,57
dinner,4,9.55,0,0,200,194,180.7,184
dinner,1,8.67,0,0,200,200,171.7,184
dinner,2,5.09,0,0,200,181,183.5,187
lunch,0,8.84,0,0,225,221,187.8,208
dinner,5,2.99,0,0,150,106,97.8,115
breakfast,0,8.12,0,0,150,126,113.6,126
breakfast,0,2.67,0,0,150,124,106.5,109
breakfast,3,8.34,0,0,225,198,171.6,179
lunch,1,6.53,0,0,200,175,184.0,193
lunch,2,1.88,0,0,200,188,174.9,183
lunch,4,9.06,0,0,200,183,178.4,185
breakfast,2,6.2,0,0,175,153,133.7,146
